Title,Tags
Development Name:,LIV ON WILKIE
Status:,Active
Development Location:,9 WILKIE TERRACE SINGAPORE 228025
MC Address:,"9 WILKIE TERRACE
#01-13 LIV ON WILKIE
 SINGAPORE 228025"
MC Contact No.:,6252 3773
Name of Managing Agent:,Exceltec Property Management Pte Ltd
Managing Agent Contact No.:,6252 3773
MCST No:,4610
UEN:,T18MC0020E
Date of MC Constitution:,02/03/2018
Development Name:,THE ORIENT
Status:,Active
Development Location:,251 PASIR PANJANG ROAD SINGAPORE 118610
MC Address:,"60 KAKI BUKIT PLACE
#02-10 EUNOS TECHPARK
 SINGAPORE 415979"
MC Contact No.:,64411184
Name of Managing Agent:,A4 International Pte Ltd
Managing Agent Contact No.:,64411184
MCST No:,4611
UEN:,T18MC0030K
Date of MC Constitution:,09/05/2018
Development Name:,Novelty TechPoint
Status:,Active
Development Location:,27 NEW INDUSTRIAL ROAD SINGAPORE 536212
MC Address:,"27 NEW INDUSTRIAL ROAD
#01-08 NOVELTY TECHPOINT
 SINGAPORE 536212"
MC Contact No.:,6298 1416
Name of Managing Agent:,LE Property Consultancy Pte Ltd
Managing Agent Contact No.:,6298 1416
MCST No:,4612
UEN:,T18MC0012C
Date of MC Constitution:,01/02/2018
Development Name:,ONZE@TANJONG PAGAR
Status:,Active
Development Location:,11 KEE SENG STREET SINGAPORE 089218
MC Address:,"11 KEE SENG STREET
#01-14 ONZE@TANJONG PAGAR
 SINGAPORE 089218"
MC Contact No.:,96332719
Name of Managing Agent:,Ocean IFM Pte Ltd
Managing Agent Contact No.:,96332719
MCST No:,4613
UEN:,T18MC0024L
Date of MC Constitution:,07/04/2018
Development Name:,THE ASANA
Status:,Active
Development Location:,17 & 19 QUEENS ROAD SINGAPORE 266744
MC Address:,"60 KAKI BUKIT PLACE
#02-10 EUNOS TECHPARK
 SINGAPORE 415979"
MC Contact No.:,64411184
Name of Managing Agent:,A4 International Pte Ltd
Managing Agent Contact No.:,64411184
MCST No:,4614
UEN:,T18MC0046B
Date of MC Constitution:,02/08/2018
Development Name:,CITY SUITES
Status:,Active
Development Location:,235 BALESTIER ROAD SINGAPORE 329699
MC Address:,"2 JURONG EAST STREET 21
#05-05 IMM BUILDING
 SINGAPORE 609601"
MC Contact No.:,6252 3773
Name of Managing Agent:,Exceltec Property Management Pte Ltd
Managing Agent Contact No.:,65682033
MCST No:,4615
UEN:,T18MC0070H
Date of MC Constitution:,01/10/2018
Development Name:,THE SANTORINI
Status:,Active
Development Location:,21 TAMPINES STREET 86 SINGAPORE 528592
MC Address:,"21 TAMPINES STREET 86
#B1-01 THE SANTORINI
 SINGAPORE 528592"
MC Contact No.:,64434181
Name of Managing Agent:,Smart Property Management (Singapore) Pte Ltd
Managing Agent Contact No.:,6223 0169
MCST No:,4616
UEN:,T18MC0031F
Date of MC Constitution:,11/05/2018
Development Name:,THE CITRON & THE CITRON RESIDENCES
Status:,Active
Development Location:,1 MARNE ROAD SINGAPORE 208380
MC Address:,"1 MARNE ROAD
#01-14 THE CITRON 
 SINGAPORE 208380"
MC Contact No.:,98161900
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,98161900
MCST No:,4617
UEN:,T18MC0048E
Date of MC Constitution:,03/08/2018
Development Name:,Alex Residences
Status:,Active
Development Location:,#B1-01 ALEXANDRA VIEW SINGAPORE 158744
MC Address:,"28 ALEXANDRA VIEW
#B1-01 ALEX RESIDENCES
 SINGAPORE 158744"
MC Contact No.:,62652833
Name of Managing Agent:,NOUVELLE PROPERTY MANAGEMENT SOLUTIONS PTE LTD
Managing Agent Contact No.:,82883816
MCST No:,4618
UEN:,T18MC0063B
Date of MC Constitution:,14/09/2018
Development Name:,COMMONWEALTH TOWERS
Status:,Active
Development Location:,230 COMMONWEALTH AVENUE SINGAPORE 149739
MC Address:,"232 COMMONWEALTH AVENUE
#01-12 COMMONWEALTH TOWERS
 SINGAPORE 149740"
MC Contact No.:,62547340
Name of Managing Agent:,Savills Property Management Pte Ltd
Managing Agent Contact No.:,62547340
MCST No:,4619
UEN:,T18MC0064J
Date of MC Constitution:,14/09/2018
Development Name:,SIMS URBAN OASIS
Status:,Active
Development Location:,2 SIMS DRIVE SINGAPORE 387386
MC Address:,"6 SIMS DRIVE
#B1-01 SIMS URBAN OASIS
 SINGAPORE 387388"
MC Contact No.:,67473460
Name of Managing Agent:,Smart Property Management (Singapore) Pte Ltd
Managing Agent Contact No.:,67473460
MCST No:,4620
UEN:,T18MC0056G
Date of MC Constitution:,16/08/2018
Development Name:,Belgravia Villas
Status:,Active
Development Location:,436 BELGRAVIA DRIVE SINGAPORE 804723
MC Address:,"436 BELGRAVIA DRIVE
BELGRAVIA VILLAS
 SINGAPORE 804723"
MC Contact No.:,98507512
Name of Managing Agent:,Smart Property Management (Singapore) Pte Ltd
Managing Agent Contact No.:,62230169
MCST No:,4621
UEN:,T18MC0037D
Date of MC Constitution:,07/06/2018
Development Name:,MANDAI FOODLINK
Status:,Active
Development Location:,5 MANDAI LINK SINGAPORE 728654
MC Address:,"5 MANDAI LINK
#01-04 MANDAI FOODLINK
 SINGAPORE 728654"
MC Contact No.:,62666805
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,64111651
MCST No:,4622
UEN:,T18MC0038L
Date of MC Constitution:,09/06/2018
Development Name:,South Beach
Status:,Active
Development Location:,28 BEACH ROAD SINGAPORE 189762
MC Address:,"38 BEACH ROAD
#B2-03 SOUTH BEACH TOWER   
 SINGAPORE 189768"
MC Contact No.:,67021429
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4623
UEN:,T18MC0066A
Date of MC Constitution:,18/09/2018
Development Name:,ROYAL SQUARE AT NOVENA
Status:,Active
Development Location:,99 IRRAWADDY ROAD SINGAPORE 329568
MC Address:,"103 IRRAWADDY ROAD
#04-01 ROYAL SQUARE AT NOVENA
 SINGAPORE 329566"
MC Contact No.:,62654502
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4624
UEN:,T18MC0058K
Date of MC Constitution:,28/08/2018
Development Name:,Urban Villas
Status:,Active
Development Location:,94B PAYA LEBAR CRESCENT SINGAPORE 533759
MC Address:,"94B PAYA LEBAR CRESCENT
URBAN VILLAS
 SINGAPORE 533759"
MC Contact No.:,67520191
Name of Managing Agent:,Olympian Property Management Pte Ltd
Managing Agent Contact No.:,91992291
MCST No:,4625
UEN:,T18MC0072L
Date of MC Constitution:,03/10/2018
Development Name:,THE PANORAMA
Status:,Active
Development Location:,14 ANG MO KIO AVENUE 2 SINGAPORE 567698
MC Address:,"14 ANG MO KIO AVENUE 2
THE PANORAMA
 SINGAPORE 567698"
MC Contact No.:,6264 5855
Name of Managing Agent:,Savills Property Management Pte Ltd
Managing Agent Contact No.:,62645855
MCST No:,4626
UEN:,T18MC0059F
Date of MC Constitution:,09/10/2018
Development Name:,UIC / V on Shenton
Status:,Active
Development Location:,5 SHENTON WAY SINGAPORE 068808
MC Address:,"5 SHENTON WAY
#B1-01 UIC BUILDING
 SINGAPORE 068808"
MC Contact No.:,63847862
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4627
UEN:,T18MC0032B
Date of MC Constitution:,14/05/2018
Development Name:,THE CREEK @ BUKIT
Status:,Active
Development Location:,13 TOH TUCK ROAD SINGAPORE 596196
MC Address:,"13 TOH TUCK ROAD
#B1-01 THE CREEK @ BUKIT
 SINGAPORE 596196"
MC Contact No.:,65030260
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,65030260
MCST No:,4628
UEN:,T18MC0057C
Date of MC Constitution:,17/08/2018
Development Name:,WEST STAR
Status:,Active
Development Location:,
MC Address:,"11 TUAS BAY CLOSE
#01-49 WEST STAR
 SINGAPORE 636996"
MC Contact No.:,62660480
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,62660480
MCST No:,4629
UEN:,T18MC0078J
Date of MC Constitution:,27/10/2018
Development Name:,PLUS
Status:,Active
Development Location:,20 CECIL STREET SINGAPORE 049705
MC Address:,"20 CECIL STREET
#B1-01 PLUS
 SINGAPORE 049705"
MC Contact No.:,64431956
Name of Managing Agent:,CBRE Pte Ltd
Managing Agent Contact No.:,6224 8181
MCST No:,4630
UEN:,T18MC0085D
Date of MC Constitution:,23/11/2018
Development Name:,LIIV RESIDENCES
Status:,Active
Development Location:,339 PASIR PANJANG ROAD SINGAPORE 117368
MC Address:,"339 PASIR PANJANG ROAD
LIIV RESIDENCES
 SINGAPORE 117368"
MC Contact No.:,68411524
Name of Managing Agent:,Crimson Estate Management Pte Ltd
Managing Agent Contact No.:,68411524
MCST No:,4631
UEN:,T18MC0036H
Date of MC Constitution:,01/06/2018
Development Name:,THE BROWNSTONE
Status:,Active
Development Location:,Block 150 CANBERRA DRIVE SINGAPORE 768079
MC Address:,"150 CANBERRA DRIVE
#01-61 THE BROWNSTONE
 SINGAPORE 768079"
MC Contact No.:,62578720
Name of Managing Agent:,Knight Frank Property Asset Management Pte Ltd
Managing Agent Contact No.:,62576765
MCST No:,4632
UEN:,T18MC0086L
Date of MC Constitution:,26/11/2018
Development Name:,KALEIDO
Status:,Active
Development Location:,100F LORONG K TELOK KURAU SINGAPORE 425791
MC Address:,"100F LORONG K TELOK KURAU
KALEIDO
 SINGAPORE 425791"
MC Contact No.:,96982028
Name of Managing Agent:,scotia property management pte ltd
Managing Agent Contact No.:,96982028
MCST No:,4633
UEN:,T18MC0049A
Date of MC Constitution:,06/08/2018
Development Name:,70 @ TRURO
Status:,Active
Development Location:,70 TRURO ROAD SINGAPORE 217618
MC Address:,"70 UBI AVENUE 3

 SINGAPORE 217618"
MC Contact No.:,68023129
Name of Managing Agent:,Asia Properties & Assets Consultancy Pte Ltd
Managing Agent Contact No.:,68023129
MCST No:,4635
UEN:,T18MC0045F
Date of MC Constitution:,08/01/2018
Development Name:,THE  CRITERION
Status:,Active
Development Location:,1#01-04 YISHUN STREET 51 SINGAPORE 767996
MC Address:,"1 YISHUN STREET 51
#01-04 THE  CRITERION
 SINGAPORE 767996"
MC Contact No.:,62628411
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4636
UEN:,T18MC0062F
Date of MC Constitution:,14/09/2018
Development Name:,PLACE 8
Status:,Active
Development Location:,21 PAYA LEBAR CRESCENT SINGAPORE 536046
MC Address:,"21 PAYA LEBAR CRESCENT
PLACE 8
 SINGAPORE 536046"
MC Contact No.:,82225353
Name of Managing Agent:,Ace Decision Facilities Management Pte Ltd
Managing Agent Contact No.:,82225353
MCST No:,4637
UEN:,T18MC0041L
Date of MC Constitution:,07/03/2018
Development Name:,HILBRE 28
Status:,Active
Development Location:,68 HILLSIDE DRIVE SINGAPORE 549018
MC Address:,"68 HILLSIDE DRIVE
#04-08 HILBRE 28
 SINGAPORE 549018"
MC Contact No.:,62501102
Name of Managing Agent:,Bond Properties Pte Ltd
Managing Agent Contact No.:,6250 1102
MCST No:,4638
UEN:,T18MC0065E
Date of MC Constitution:,15/09/2018
Development Name:,Highline Residences
Status:,Active
Development Location:,1-13 KIM TIAN ROAD SINGAPORE 169280
MC Address:,"11 KIM TIAN ROAD ,
#01-23,
SINGAPORE 168594"
MC Contact No.:,69040061
Name of Managing Agent:,CBRE Pte Ltd
Managing Agent Contact No.:,69040061
MCST No:,4639
UEN:,T18MC0076F
Date of MC Constitution:,10/09/2018
Development Name:,ARC 380
Status:,Active
Development Location:,380 JALAN BESAR SINGAPORE 209000
MC Address:,"380 JALAN BESAR
#01-24 ARC 380
 SINGAPORE 209000"
MC Contact No.:,6282 7792
Name of Managing Agent:,Edmund Tie & Company Property Management Services Pte Ltd
Managing Agent Contact No.:,62827792
MCST No:,4641
UEN:,T18MC0083A
Date of MC Constitution:,15/11/2018
Development Name:,Guoco Tower
Status:,Active
Development Location:,7 WALLICH STREET SINGAPORE 078884
MC Address:,"7 WALLICH STREET
#B2-08 GUOCO TOWER
 SINGAPORE 078884"
MC Contact No.:,63868322
Name of Managing Agent:,GuocoLand Property Maintenance Services Pte. Ltd.
Managing Agent Contact No.:,63868322
MCST No:,4642
UEN:,T20MC0001J
Date of MC Constitution:,09/01/2020
Development Name:,MCST 4642
Status:,Active
Development Location:,267 JOO CHIAT ROAD SINGAPORE 427521
MC Address:,"267 JOO CHIAT ROAD
#03-01 
 SINGAPORE 427521"
MC Contact No.:,81265318
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4643
UEN:,T19MC0014L
Date of MC Constitution:,09/05/2019
Development Name:,Rich Residences
Status:,Active
Development Location:,27 RICHARDS AVENUE SINGAPORE 546438
MC Address:,"1014 GEYLANG EAST AVENUE 3
#02-186 RICH RESIDENCES
 SINGAPORE 389729"
MC Contact No.:,67441083
Name of Managing Agent:,The Lock Management Services Pte Ltd
Managing Agent Contact No.:,67441083
MCST No:,4645
UEN:,T18MC0074C
Date of MC Constitution:,10/08/2018
Development Name:,VICTORY 8
Status:,Active
Development Location:,
MC Address:,"291 JOO CHIAT ROAD
03-01 JK CENTRE
 SINGAPORE 427543"
MC Contact No.:,
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4646
UEN:,T18MC0060C
Date of MC Constitution:,12/09/2018
Development Name:,THE RISE@OXLEY
Status:,Active
Development Location:,71  OXLEY RISE SINGAPORE 238698
MC Address:,"71 OXLEY RISE
#B1-01 
 SINGAPORE 238698"
MC Contact No.:,+65 8799-4584
Name of Managing Agent:,OCEAN IFM PTE LTD
Managing Agent Contact No.:,+65 8799-4584
MCST No:,4647
UEN:,T18MC0079E
Date of MC Constitution:,03/11/2018
Development Name:,SOPHIA HILLS
Status:,Active
Development Location:,29 MOUNT SOPHIA SINGAPORE 228479
MC Address:,"29 MOUNT SOPHIA
SOPHIA HILLS CONDOMINIUM
MANAGEMENT OFFICE @ LEVEL 1
CLUBHOUSE
 SINGAPORE 228479"
MC Contact No.:,6835 7003
Name of Managing Agent:,CBRE Pte Ltd
Managing Agent Contact No.:,68357003
MCST No:,4648
UEN:,T18MC0077B
Date of MC Constitution:,19/10/2018
Development Name:,SOL ACRES
Status:,Active
Development Location:,
MC Address:,"2 CHOA CHU KANG GROVE
#B1-01 SOL ACRES
 SINGAPORE 688238"
MC Contact No.:,62195261
Name of Managing Agent:,SMART PROPERTY MANAGEMENT (S) PTE LTD
Managing Agent Contact No.:,62230169
MCST No:,4649
UEN:,T18MC0075K
Date of MC Constitution:,08/10/2018
Development Name:,greenwood mews
Status:,Active
Development Location:,271 GREENWOOD AVENUE SINGAPORE 286623
MC Address:,"271 GREENWOOD AVENUE
#B1-01 GREENWOOD MEWS
 SINGAPORE 286623"
MC Contact No.:,64634342
Name of Managing Agent:,Knight Frank Property Asset Management Pte Ltd
Managing Agent Contact No.:,684785635
MCST No:,4651
UEN:,T18MC0071D
Date of MC Constitution:,10/02/2018
Development Name:,EON SHENTON
Status:,Active
Development Location:,70 SHENTON WAY SINGAPORE 079118
MC Address:,"70 SHENTON WAY
#22-01 EON SHENTON 
 SINGAPORE 079118"
MC Contact No.:,88144248
Name of Managing Agent:,CBRE Pte Ltd
Managing Agent Contact No.:,88144248
MCST No:,4652
UEN:,T19MC0016C
Date of MC Constitution:,23/05/2019
Development Name:,VIIO @ BALESTIER
Status:,Active
Development Location:,520 BALESTIER ROAD SINGAPORE 329853
MC Address:,"520 BALESTIER ROAD
#03-01 VIIO @ BALESTIER
 SINGAPORE 329853"
MC Contact No.:,67026018
Name of Managing Agent:,Absolut Properties Pte Ltd
Managing Agent Contact No.:,67026018
MCST No:,4653
UEN:,T18MC0068D
Date of MC Constitution:,27/09/2018
Development Name:,ONE SURIN
Status:,Active
Development Location:,1 SURIN AVENUE SINGAPORE 535576
MC Address:,"7H SURIN AVENUE
ONE SURIN
 SINGAPORE 533913"
MC Contact No.:,90723561
Name of Managing Agent:,RealtyLink Consultancy Pte Ltd
Managing Agent Contact No.:,90723561
MCST No:,4654
UEN:,T18MC0084H
Date of MC Constitution:,21/11/2018
Development Name:,COCO PALMS
Status:,Active
Development Location:,11 PASIR RIS GROVE SINGAPORE 518140
MC Address:,"11 PASIR RIS GROVE
#01-02 COCO PALMS
 SINGAPORE 518140"
MC Contact No.:,62810135
Name of Managing Agent:,Smart Property Management (Singapore) Pte Ltd
Managing Agent Contact No.:,6223 0169
MCST No:,4655
UEN:,T18MC0080B
Date of MC Constitution:,07/11/2018
Development Name:,TRILIVE
Status:,Active
Development Location:,111 TAMPINES ROAD SINGAPORE 535133
MC Address:,"111 TAMPINES ROAD
#01-17 TRILIVE
 SINGAPORE 535133"
MC Contact No.:,6909 0353
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4656
UEN:,T18MC0069L
Date of MC Constitution:,27/09/2018
Development Name:,ADANA @ THOMSON
Status:,Active
Development Location:,12 OLD UPPER THOMSON ROAD SINGAPORE 573870
MC Address:,"12 PAYA LEBAR LINK
#01-16 ADANA@THOMSON
 SINGAPORE 573870"
MC Contact No.:,6937 9060
Name of Managing Agent:,TRI PROPERTY ASSET MANAGEMENT PTE LTD
Managing Agent Contact No.:,6937 9060
MCST No:,4657
UEN:,T19MC0038E
Date of MC Constitution:,02/12/2019
Development Name:,ROOTS@TRANSIT
Status:,Active
Development Location:,9 TRANSIT ROAD SINGAPORE 778885
MC Address:,"9 TRANSIT ROAD
ROOTS @ TRANSIT
 SINGAPORE 778885"
MC Contact No.:,93427543
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4658
UEN:,T18MC0067H
Date of MC Constitution:,26/09/2018
Development Name:,8 SAINT THOMAS
Status:,Active
Development Location:,12 ST. THOMAS WALK SINGAPORE 238147
MC Address:,"12 ST. THOMAS WALK
8 ST THOMAS
 SINGAPORE 238147"
MC Contact No.:,63650173
Name of Managing Agent:,Savills Property Management Pte Ltd
Managing Agent Contact No.:,63650173
MCST No:,4659
UEN:,T19MC0015G
Date of MC Constitution:,21/05/2019
Development Name:,Chancery Hill Villas
Status:,Active
Development Location:,14 CHANCERY HILL ROAD SINGAPORE 309655
MC Address:,"12D-12S CHANCERY HILL ROAD
CHANCERLY HILL VILLAS
 SINGAPORE 307401"
MC Contact No.:,93766662
Name of Managing Agent:,Knight Frank Property Asset Management Pte Ltd
Managing Agent Contact No.:,93766662
MCST No:,4661
UEN:,T19MC0008A
Date of MC Constitution:,08/04/2019
Development Name:,TREASURE CREST
Status:,Active
Development Location:,50 ANCHORVALE CRESCENT SINGAPORE 544629
MC Address:,"64 -
TREASURE CREST
 SINGAPORE 544616"
MC Contact No.:,69113160
Name of Managing Agent:,
Managing Agent Contact No.:,
MCST No:,4662
UEN:,T19MC0007E
Date of MC Constitution:,26/03/2019
Development Name:,DUO
Status:,Active
Development Location:,1 FRASER STREET SINGAPORE 189350
MC Address:,"3 FRASER STREET
#B2-02 DUO
 SINGAPORE 189352"
MC Contact No.:,6702 2770
Name of Managing Agent:,Savills (Singapore) Pte Ltd
Managing Agent Contact No.:,63868911
MCST No:,4663
UEN:,T19MC0003K
Date of MC Constitution:,18/02/2019
Development Name:,SYMPHONY SUITES
Status:,Active
Development Location:,21 YISHUN CLOSE SINGAPORE 768014
MC Address:,"23 YISHUN CLOSE
SYMPHONY SUITES 
 SINGAPORE 768015"
MC Contact No.:,67026018
Name of Managing Agent:,Absolut Properties Pte Ltd
Managing Agent Contact No.:,67026018
MCST No:,4664
UEN:,T19MC0004F
Date of MC Constitution:,25/02/2019
Development Name:,THE VISIONAIRE
Status:,Active
Development Location:,202 CANBERRA DRIVE SINGAPORE 767963
MC Address:,"202 CANBERRA DRIVE
THE VISIONAIRE
 SINGAPORE 767963"
MC Contact No.:,69068283
Name of Managing Agent:,Chambers Property Management Services Pte Ltd
Managing Agent Contact No.:,98161900
MCST No:,4665
UEN:,T18MC0087G
Date of MC Constitution:,29/11/2018
Development Name:,MAYFAIR RESIDENCES
Status:,Active
Development Location:,531 EAST COAST ROAD SINGAPORE 429065
MC Address:,"531 EAST COAST ROAD
#03-02 MAYFAIR RESIDENCES 
 SINGAPORE 429065"
MC Contact No.:,65333375
Name of Managing Agent:,Rhodo Property & Estate Management Services Pte Ltd
Managing Agent Contact No.:,6533 3375
MCST No:,4668
UEN:,T19MC0005B
Date of MC Constitution:,28/02/2019
Development Name:,THOMSON IMPRESSIONS
Status:,Active
Development Location:,1 LORONG PUNTONG SINGAPORE 576443
MC Address:,"3 LORONG PUNTONG
#01-17 THOMSON IMPRESSIONS
 SINGAPORE 576444"
MC Contact No.:,62514528
Name of Managing Agent:,Millenia One Holdings Private Limited
Managing Agent Contact No.:,
MCST No:,4670
UEN:,T19MC0019B
Date of MC Constitution:,02/07/2019
Development Name:,Tre Residences
